name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Sheng-Nan Yang,M,SBD,Single-ply,15.5,16-17,Open,55.22,56,182.5,90,247.5,6,1998-11-10,IPF,Men's World Powerlifting Championships
Carlos Rivera,M,SBD,Single-ply,33.5,24-34,Open,118.75,120,372.5,270,322.5,8,2016-11-14,IPF,World Open Championships
Denis Tangelmayer,M,B,Single-ply,25.5,24-34,Open,99.4,100,NA,272.5,NA,4,2010-05-24,IPF,World Bench Press Championships
Floreano Domenici,M,SBD,Single-ply,NA,NA,Open,90,90,300,200,312.5,3,1986-11-13,IPF,Men's World Powerlifting Championships
Roger Powell,M,SBD,Single-ply,66.5,65-69,Masters 3,65.8,67.5,150,85,195,6,2003-10-08,IPF,World Masters Powerlifting Championships
Valeriy Zverev,M,B,Single-ply,54.5,50-54,Masters 2,100.71,105,NA,NA,NA,DQ,2013-04-18,IPF,World Masters Bench Press Championships
Binglei Zhou,F,SBD,Raw,21.5,20-23,Open,99.9,84+,175,67.5,195,1,2016-07-11,IPF,World University Powerlifting Cup
Dayana Zapata Quiceno Karen,F,SBD,Raw,24.5,24-34,Open,82.94,84,195,77.5,140,17,2019-06-04,IPF,World Classic Powerlifting Championships
Miroslaw Orłowski,M,SBD,Single-ply,63,60-64,Masters 3,94.6,100,190,155,200,4,2007-06-10,IPF,World Masters Powerlifting Championships
Scott Palmer,M,SBD,Single-ply,NA,NA,Open,110,110,292.5,160,312.5,1,1981-07-25,IPF,World Games
Ingrid van Puffelen,F,SBD,Single-ply,NA,NA,Open,75,75,140,82.5,165,10,1988-05-06,IPF,Women's World Powerlifting Championships
Irina Lugovaya,F,SBD,Single-ply,21.5,20-23,Juniors,83.6,90,217.5,120,217.5,1,1996-08-07,IPF,World Juniors Powerlifting Championships
Charles Turco,M,B,Single-ply,57,55-59,Masters 2,104.1,105,NA,NA,NA,DQ,2014-04-17,IPF,World Masters Bench Press Championships
Sergiy Vatyuk,M,SBD,Single-ply,38.5,35-39,Open,55.9,56,205,150,215,5,2001-11-15,IPF,Men's World Powerlifting Championships
Debra Duffy-Smet,F,B,Single-ply,52.5,50-54,Masters 2,69.5,75,NA,102.5,NA,1,2010-03-30,IPF,World Masters Bench Press Championships
Yana Romanova,F,B,Single-ply,14.5,13-15,Sub-Juniors,46.1,47,NA,60,NA,3,2017-05-22,IPF,World Bench Press Championships
Jean Bonnefoy,M,SBD,Raw,63,60-64,Masters 3,63.92,66,120,110,175,2,2016-06-19,IPF,World Classic Powerlifting Championships
David Turner,M,SBD,Single-ply,40.5,40-44,Masters 1,109.5,110,285,152.5,252.5,8,1994-10-19,IPF,World Masters Powerlifting Championships
Joshua Wright,M,B,Raw,33,24-34,Open,72.58,74,NA,162.5,NA,6,2019-05-18,IPF,World Bench Press Championships
Sergey Mor,M,SBD,Single-ply,30.5,24-34,Open,82.2,82.5,325,225,320,1,2000-11-15,IPF,Men's World Powerlifting Championships
Svetlana Tesleva,F,SBD,Single-ply,29.5,24-34,Open,47.35,48,172.5,107.5,172.5,1,2005-05-26,IPF,Women's World Powerlifting Championships
Frédéric Tinebra,M,SBD,Single-ply,18.5,18-19,Juniors,51.2,52,165,87.5,175,8,1997-09-12,IPF,World Juniors Powerlifting Championships
Arigo Niccolini,M,SBD,Single-ply,42.5,40-44,Open,74.3,75,NA,NA,NA,DQ,1999-11-17,IPF,Men's World Powerlifting Championships
Chih-Chiang Hsu,M,SBD,Single-ply,20.5,20-23,Open,51.4,52,192.5,110,220,5,2000-11-15,IPF,Men's World Powerlifting Championships
Daniel Ilczyszyn,M,SBD,Raw,21.5,20-23,Open,73.93,74,212.5,150,255,2,2016-07-11,IPF,World University Powerlifting Cup
Ambar Joshi,M,SBD,Single-ply,22.5,20-23,Juniors,136.3,125+,265,142.5,215,8,1996-08-07,IPF,World Juniors Powerlifting Championships
Marc Garcia,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,58.12,59,240.5,147.5,247,1,2017-08-28,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Monika Gavorníková,F,B,Single-ply,33.5,24-34,Open,51.6,52,NA,85,NA,8,2008-06-25,IPF,World Bench Press Championships
William Pakoti,M,SBD,Single-ply,48.5,45-49,Masters 1,120.6,125,230,140,220,6,2002-10-08,IPF,World Masters Powerlifting Championships
Roy Choudary Ratan Moni,F,SBD,Single-ply,48.5,45-49,Masters 1,68.25,75,100,45,110,3,2004-10-05,IPF,World Masters Powerlifting Championships
Jeannette Gevers,F,B,Single-ply,46.5,45-49,Masters 1,59.55,60,NA,95,NA,2,2009-04-15,IPF,World Masters Bench Press Championships
Carter Belaberda,M,SBD,Single-ply,15.5,16-17,Sub-Juniors,55.98,56,210,135,120,4,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Yen-Ping Hsu,F,B,Single-ply,16.5,16-17,Open,44,44,NA,60,NA,1,1991-12-15,IPF,World Bench Press Championships
Chao-Ping Chang,M,SBD,Single-ply,36.5,35-39,Open,55.6,56,205,110,230,6,1992-11-19,IPF,World Men's Powerlifting Championship
Nikolay Bazanov,M,SBD,Raw,35.5,35-39,Open,92.43,93,285,195,NA,DQ,2017-06-14,IPF,World Classic Powerlifting Championships
Shih-Chun Hung,M,SBD,Single-ply,17.5,18-19,Juniors,55.3,56,175,NA,NA,DQ,1998-10-21,IPF,World Juniors Powerlifting Championships
Jari Laine,M,B,Raw,28.5,24-34,Open,98.6,100,NA,182.5,NA,2,1999-12-09,IPF,World Disabled Bench Press Championships
Elena Yamskich,F,SBD,Single-ply,20.5,20-23,Juniors,47.6,48,150,87.5,155,1,1995-07-23,IPF,World Juniors Powerlifting Championships
Łukasz Toczylowski,M,SBD,Single-ply,18,18-19,Sub-Juniors,82.3,82.5,247.5,165,240,2,2003-09-24,IPF,World Sub-Juniors Powerlifting Championships
Etienne Lited,M,SBD,Single-ply,31.5,24-34,Open,58.76,59,242.5,145,230,6,2011-11-08,IPF,World Powerlifting Championships
Gunter Koovit,M,SBD,Single-ply,39.5,35-39,Masters 1,132.53,120+,287.5,230,260,4,2016-10-03,IPF,World Masters Championships
Denisse Molina,F,SBD,Single-ply,23.5,24-34,Open,55.25,56,155,70,150,7,2004-05-03,IPF,Women's World Powerlifting Championships
Stephanie King,F,SBD,Single-ply,19.5,20-23,Juniors,69.1,75,185,87.5,185,2,2009-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Phil Richard,M,SBD,Single-ply,21.5,20-23,Open,57,60,232.5,127.5,210,3,1993-11-27,IPF,World Powerlifting Championships
B. Brushan,M,SBD,Single-ply,NA,NA,Open,103,110,220,130,225,14,1983-11-10,IPF,Men's World Powerlifting Championships
Gary Simes,M,SBD,Single-ply,23.5,24-34,Open,56,56,210,105,210,3,1987-11-12,IPF,Men's World Powerlifting Championships
Vadzim Likharad,M,B,Single-ply,16.5,16-17,Sub-Juniors,55.4,56,NA,75,NA,2,2009-07-01,IPF,World Sub-Juniors & Juniors Bench Press Championships
Julio Conrado,M,SBD,Single-ply,31.5,24-34,Open,112.5,125,280,170,240,12,1997-12-13,IPF,Men's World Powerlifting Championships
Artyom Korotygin,M,SBD,Single-ply,21.5,20-23,Juniors,66.7,67.5,265,175,250,1,2002-09-10,IPF,World Juniors Powerlifting Championships
Wulf Kronemann,M,B,Single-ply,39.5,35-39,Open,136.1,125+,NA,NA,NA,DQ,2007-05-29,IPF,World Bench Press Championships
Nikolay Suslov,M,SBD,Single-ply,25,24-34,Open,109.44,110,395,277.5,360,1,2004-11-09,IPF,Men's World Powerlifting Championships
Noriko Furuya,F,SBD,Raw,44,40-44,Masters 1,51.42,52,122.5,100,140,1,2015-06-05,IPF,World Classic Powerlifting Championships
Evita Talahatu,F,SBD,Raw,31.5,24-34,Open,57,57,145,90,132.5,13,2019-06-04,IPF,World Classic Powerlifting Championships
Tomasz Obcowski,M,B,Single-ply,29,24-34,Open,89,90,NA,240,NA,5,2008-06-25,IPF,World Bench Press Championships
Larysa Vitsyevska,F,SBD,Single-ply,22.5,20-23,Open,59.3,60,190,110,205,2,2001-05-24,IPF,Women's World Powerlifting Championships
Pol Wautermartens,M,SBD,Single-ply,NA,NA,Open,74.4,75,230,122.5,250,8,1980-11-07,IPF,Men's World Powerlifting Championships
Antonina Marchenko,F,SBD,Single-ply,26.5,24-34,Open,70.98,72,230,155,185,8,2016-11-14,IPF,World Open Championships
Marcela Sandvik,F,SBD,Raw,40.5,40-44,Masters 1,51.02,52,102.5,80,132.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Ian Bell,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,88.5,90,300,150,312.5,1,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Sandro Rossi,M,SBD,Single-ply,49.5,45-49,Masters 2,92.5,100,275,135,NA,DQ,2002-10-08,IPF,World Masters Powerlifting Championships
Pao,M,B,Single-ply,NA,NA,Open,90,90,NA,177.5,NA,8,1991-12-15,IPF,World Bench Press Championships
Ralf Male,M,B,Single-ply,21.5,20-23,Juniors,103.28,105,NA,270,NA,2,2016-04-19,IPF,World Bench Press Championships
Zsofia Nemeth,F,SBD,Single-ply,21.5,20-23,Juniors,61.9,67.5,132.5,NA,NA,DQ,1998-10-21,IPF,World Juniors Powerlifting Championships
Juha Hyttinen,M,SBD,Single-ply,NA,NA,Open,100,100,327.5,195,317.5,4,1986-11-13,IPF,Men's World Powerlifting Championships
Christer Trygg,M,SBD,Raw,69.5,65-69,Masters 4,134.05,120+,100,100,170,1,2019-06-04,IPF,World Classic Powerlifting Championships
Scott Polke,M,B,Single-ply,NA,NA,Open,60,60,NA,132.5,NA,4,1991-12-15,IPF,World Bench Press Championships
Jiří Lacina,M,SBD,Single-ply,40.5,40-44,Masters 1,116.25,125,235,190,255,8,2010-09-27,IPF,World Masters Championships
Neil Zeebadee,M,B,Single-ply,27.5,24-34,Open,54,56,NA,100,NA,5,2001-12-07,IPF,World Bench Press Championships
Alastair McColl,M,B,Single-ply,25.5,24-34,Open,130.33,125+,NA,270,NA,8,2007-05-29,IPF,World Bench Press Championships
Jørgen Andreas Hansen,M,SBD,Single-ply,27.5,24-34,Open,118.82,120,395,265,327.5,8,2014-11-03,IPF,World Powerlifting Championships
Samantha Devlin,F,SBD,Raw,52.5,50-54,Masters 2,55.65,57,90,55,115,4,2018-06-06,IPF,6th World Classic Championships
Faith Ireland,F,SBD,Single-ply,61,60-64,Masters 2,59.75,60,92.5,60,115,2,2004-10-05,IPF,World Masters Powerlifting Championships
Kateryna Klymenko,F,SBD,Single-ply,28.5,24-34,Open,51.52,52,185,122.5,180,3,2014-11-03,IPF,World Powerlifting Championships
Valeriy Bogdanov,M,SBD,Single-ply,NA,NA,Open,59.8,60,232.5,162.5,190,4,1994-11-17,IPF,Men's World Powerlifting Championships
Mariet Spronk,F,B,Single-ply,49.5,45-49,Masters 2,70.2,75,NA,100,NA,2,2005-04-20,IPF,World Masters Bench Press Championships
Carlos Fredericks Remi,M,SBD,Raw,28.5,24-34,Open,63.3,66,167.5,100,235,10,2014-06-01,IPF,World Classic Powerlifting Championships
Siw Bakken,F,SBD,Single-ply,23.5,24-34,Open,75,75,NA,NA,NA,DQ,1989-11-13,IPF,World Powerlifting Championships
Ariel Bulmash,F,SBD,Single-ply,17,16-17,Sub-Juniors,55.08,57,137.5,107.5,160,1,2013-08-27,IPF,World Juniors & Sub-Juniors Championships
Wojc Skorlutowski,M,SBD,Single-ply,22.5,20-23,Juniors,75,75,250,172.5,260,5,2002-09-10,IPF,World Juniors Powerlifting Championships
Päivi Haapoja,F,SBD,Single-ply,39.5,35-39,Open,59.7,60,200,87.5,200,1,2005-05-26,IPF,Women's World Powerlifting Championships
Scot Segvin,M,SBD,Single-ply,54.5,50-54,Masters 2,97,100,260,157.5,260,5,2007-06-10,IPF,World Masters Powerlifting Championships
Daniel Pires,M,B,Single-ply,47,45-49,Masters 1,91.8,93,NA,185,NA,8,2019-05-18,IPF,World Bench Press Championships
Marina Lopatnikova,F,SBD,Raw,33.5,24-34,Open,46.99,47,102.5,62.5,122.5,10,2017-06-14,IPF,World Classic Powerlifting Championships
Nghiep Luu,M,SBD,Raw,38.5,35-39,Open,65.9,66,180,100,255,9,2014-06-01,IPF,World Classic Powerlifting Championships
Raimo Lehtonen,M,SBD,Single-ply,NA,NA,Open,52,52,177.5,115,202.5,2,1983-11-10,IPF,Men's World Powerlifting Championships
Aly Keizer,F,SBD,Single-ply,51.5,50-54,Masters 2,60.9,67.5,150,90,170,2,2003-10-08,IPF,World Masters Powerlifting Championships
Bartori,M,B,Single-ply,NA,NA,Open,100,100,NA,185,NA,7,1991-12-15,IPF,World Bench Press Championships
J. Brignoli,M,SBD,Single-ply,NA,NA,Masters 1,125,125,270,160,280,2,1991-10-11,IPF,World Masters Powerlifting Championships
Bernadette Plouviez,F,SBD,Single-ply,43.5,40-44,Open,48,48,125,67.5,147.5,2,1984-05-19,IPF,Women's World Powerlifting Championships
Angela Simons,F,B,Single-ply,42.5,40-44,Masters 1,58.4,60,NA,97.5,NA,2,2004-04-21,IPF,World Masters Bench Press Championships
Jack Wolff,M,SBD,Single-ply,69.5,65-69,Masters 4,66,67.5,135,85,182.5,1,2008-09-30,IPF,World Masters Powerlifting Championships
Oleg Gagin,M,SBD,Single-ply,21.5,20-23,Juniors,134.5,125+,370,220,332.5,2,1997-09-12,IPF,World Juniors Powerlifting Championships
Amit Selberg,M,B,Single-ply,34.5,24-34,Open,72.6,74,NA,230,NA,4,2011-05-25,IPF,World Bench Press Championships
Raymond Gibbs,M,SBD,Single-ply,28.5,24-34,Open,100,100,272.5,187.5,250,7,1988-11-11,IPF,Men's World Powerlifting Championships
Nathan Baxter,M,B,Single-ply,34.5,24-34,Open,167.71,120+,NA,300,NA,12,2012-05-21,IPF,World Bench Press Championships
Gloria Fitzpatrick,F,SBD,Raw,59,55-59,Masters 3,70.95,72,115,60,145,1,2019-06-04,IPF,World Classic Powerlifting Championships
Yukie Kuroda,F,SBD,Single-ply,20.5,20-23,Juniors,47.7,48,105,55,105,4,2006-09-05,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Vasyl Kurtiak,M,SBD,Single-ply,37.5,35-39,Open,81.8,82.5,285,182.5,310,6,1999-11-17,IPF,Men's World Powerlifting Championships
James Cloe,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,124.26,125,331,225,235,1,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Beverley Martin,F,SBD,Single-ply,24.5,24-34,Open,88.6,90,185,70,197.5,3,1988-05-06,IPF,Women's World Powerlifting Championships
Carly Nogle,F,SBD,Single-ply,15.5,16-17,Sub-Juniors,51.4,52,132.5,70,NA,DQ,2002-09-25,IPF,World Sub-Juniors Powerlifting Championships
Patricia Maciejewski,F,B,Single-ply,45.5,45-49,Masters 1,64.7,67.5,NA,102.5,NA,3,2007-09-12,IPF,World Masters Bench Press Championships
Singh Puran,M,SBD,Single-ply,53.5,50-54,Masters 2,96.05,100,170,120,185,3,2004-10-05,IPF,World Masters Powerlifting Championships
Summer Swansbury,F,SBD,Raw,21.5,20-23,Juniors,56.78,57,105,60,145,9,2016-06-19,IPF,World Classic Powerlifting Championships
Niels Stærkjær,M,B,Single-ply,39.5,35-39,Open,172.7,125+,NA,NA,NA,DQ,2006-05-23,IPF,World Bench Press Championships
Chris Wong,M,SBD,Raw,32,24-34,Open,72.63,74,240,142.5,285,6,2018-06-06,IPF,6th World Classic Championships
Murray Marsch,M,B,Single-ply,63.5,60-64,Masters 3,112.4,125,NA,NA,NA,DQ,2004-04-21,IPF,World Masters Bench Press Championships
Shirley Gutierrez,F,SBD,Single-ply,NA,NA,Open,52,52,145,75,137.5,5,1988-05-06,IPF,Women's World Powerlifting Championships
Maria Petrunina,F,B,Single-ply,15.5,16-17,Sub-Juniors,73.3,84,NA,85,NA,2,2011-05-25,IPF,World Bench Press Championships
Etienne Lited,M,SBD,Single-ply,24.5,24-34,Open,57.3,60,210,120,220,8,2004-11-09,IPF,Men's World Powerlifting Championships
Toshihiko Sato,M,SBD,Single-ply,62.5,60-64,Masters 3,74.6,75,220,130,220,2,2003-10-08,IPF,World Masters Powerlifting Championships
Martina Schmale,F,B,Single-ply,28.5,24-34,NA,82.5,82.5,NA,102.5,NA,2,1990-12-16,IPF,World Bench Press Championships
Dominique Desachy,M,SBD,Single-ply,33.5,24-34,Open,89.4,90,307.5,210,292.5,10,1999-11-17,IPF,Men's World Powerlifting Championships
Joseph Crilly,M,SBD,Raw,24,24-34,Open,93.15,105,210,130,272.5,16,2019-07-22,IPF,University Powerlifting Cup
Kevin Hutchinson,M,B,Single-ply,51,50-54,Masters 2,122,125,NA,220,NA,3,2006-04-19,IPF,World Masters Bench Press Championships
Zoe Clark,F,B,Raw,22.5,20-23,Juniors,69.56,72,NA,80,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Ielja Strik,F,B,Single-ply,36.5,35-39,Open,89,90,NA,175,NA,1,2010-05-24,IPF,World Bench Press Championships
Daniel Goodwin,M,SBD,Single-ply,76.5,75-79,Masters 3,75,75,75,70,140,9,2009-09-28,IPF,World Masters Powerlifting Championships
Totio Ivanov,M,B,Single-ply,23.5,24-34,Open,97.5,100,NA,200,NA,8,2004-12-02,IPF,World Bench Press Championships
Tamara Bagriy,F,B,Single-ply,26.5,24-34,Open,75.1,82.5,NA,122.5,NA,3,1999-12-09,IPF,World Bench Press Championships
Jan Stiskal,M,B,Single-ply,25.5,24-34,Open,99.9,100,NA,190,NA,11,1995-06-25,IPF,World Bench Press Championships
Sultan Bexeiit,M,B,Single-ply,18.5,18-19,Juniors,52.85,53,NA,140,NA,3,2017-05-22,IPF,World Bench Press Championships
Boleslaw Maka,M,B,Raw,75.5,75-79,Masters 4,73.4,74,NA,115,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
George Grawford,M,SBD,Wraps,NA,NA,Open,75,75,290,165,262.5,3,1974-11-09,IPF,Men's World Powerlifting Championships
Danny McPherson,M,SBD,Single-ply,16.5,16-17,Juniors,80.2,82.5,227.5,137.5,250,14,1994-06-18,IPF,World Juniors Powerlifting Championships
Bartosz Zelazko,M,B,Single-ply,42.5,40-44,Masters 1,73.25,74,NA,190,NA,3,2016-04-19,IPF,World Bench Press Championships
Satyendresh Kiran,F,SBD,Single-ply,17.5,18-19,Sub-Juniors,62.1,67.5,142.5,60,145,3,2002-09-25,IPF,World Sub-Juniors Powerlifting Championships
Monica Sobotka,F,B,Single-ply,56,55-59,Masters 2,57.88,63,NA,75,NA,3,2015-04-16,IPF,World Masters Bench Press Championships
Natalie Bjaanes,F,SBD,Single-ply,19.5,20-23,Juniors,69.25,72,NA,120,172.5,DQ,2019-08-26,IPF,World Juniors & Sub-Juniors Championships
Tagy Parnian,M,B,Raw,29.5,24-34,Open,60,60,NA,160,NA,1,1998-12-11,IPF,World Disabled Bench Press Championships
Audhild Hansen,F,SBD,Single-ply,35.5,35-39,Open,51.6,52,140,77.5,160,6,1993-11-27,IPF,World Powerlifting Championships
Julie Dahle,F,SBD,Raw,39.5,35-39,Masters 1,56.96,57,135,87.5,140,2,2018-06-06,IPF,6th World Classic Championships
Szabolcs Balázs,M,B,Single-ply,NA,NA,Open,108.7,110,NA,227.5,NA,8,1995-06-25,IPF,World Bench Press Championships
Elizaveta Ivanova,F,SBD,Single-ply,19.5,20-23,Open,70.44,75,230,140,NA,DQ,2008-10-30,IPF,World Powerlifting Championships
Sanna Apuli,F,SBD,Single-ply,23.5,24-34,Open,47.9,48,135,75,152.5,4,2005-05-26,IPF,Women's World Powerlifting Championships
Robyn Niederkorn,F,SBD,Single-ply,18.5,18-19,Juniors,61.5,67.5,142.5,82.5,145,6,2001-09-11,IPF,World Juniors Powerlifting Championships
Yuji Hiragushi,M,SBD,Single-ply,30.5,24-34,Open,99.5,100,295,212.5,295,10,1998-11-10,IPF,Men's World Powerlifting Championships
Georges Mingot,M,B,Single-ply,51.5,50-54,Masters 2,81.51,83,NA,160,NA,8,2016-04-19,IPF,World Bench Press Championships
Stan Macrow,M,SBD,Single-ply,57.5,55-59,Masters 2,74.3,75,192.5,145,190,5,2007-06-10,IPF,World Masters Powerlifting Championships
Tomi Heinonen,M,B,Single-ply,27.5,24-34,Open,74.4,75,NA,205,NA,2,1997-12-05,IPF,World Bench Press Championships
S. Barnett,M,SBD,Single-ply,NA,NA,Masters 1,82.5,82.5,210,90,240,4,1990-10-13,IPF,World Masters Powerlifting Championships
David Coimbra,M,SBD,Raw,29.5,24-34,Open,92.5,93,267.5,175,307.5,3,2013-06-11,IPF,World Classic Powerlifting Championships
Anisha Chopra,F,B,Raw,21.5,20-23,Juniors,56.15,57,NA,50,NA,6,2019-05-18,IPF,World Bench Press Championships
Ron Strong,M,SBD,Single-ply,49,45-49,Masters 1,114.8,125,267.5,175,305,9,2007-06-10,IPF,World Masters Powerlifting Championships
Emiko Kiba,F,B,Raw,57,55-59,Masters 2,50.26,52,NA,85.5,NA,1,2019-05-18,IPF,World Bench Press Championships
Daniel Royer,M,B,Single-ply,44.5,40-44,Open,116.7,125,NA,200,NA,15,2002-12-05,IPF,World Bench Press Championships
Ronald Ramos,M,SBD,Single-ply,22.5,20-23,Open,80,82.5,NA,165,222.5,DQ,2005-11-08,IPF,Men's World Powerlifting Championships
Krysztof Welna,M,SBD,Single-ply,27.5,24-34,Open,90,90,305,190,310,14,1999-11-17,IPF,Men's World Powerlifting Championships
U Shinde,M,B,Single-ply,31.5,24-34,Open,102.5,110,NA,170,NA,15,1996-12-01,IPF,World Bench Press Championships
Tokiharu Maeda,M,SBD,Single-ply,39.5,35-39,Open,89.4,90,337.5,172.5,307.5,2,1984-11-23,IPF,Men's World Powerlifting Championships
J. Dumond,M,SBD,Single-ply,NA,NA,Masters 1,100,100,287.5,180,285,3,1985-08-24,IPF,World Masters Powerlifting Championships
Béla Kathi,M,B,Single-ply,21.5,20-23,Open,124.4,125,NA,250,NA,5,2001-12-07,IPF,World Bench Press Championships
Chikara Takada,M,B,Single-ply,52.5,50-54,Masters 2,104.4,110,NA,210,NA,4,2007-09-12,IPF,World Masters Bench Press Championships
Hui-Tang Weng,M,B,Single-ply,42.5,40-44,Open,67.5,67.5,NA,142.5,NA,3,1991-12-15,IPF,World Bench Press Championships
Richard Hayes,M,SBD,Single-ply,NA,NA,Open,91.4,100,260,192.5,227.5,10,1994-11-17,IPF,Men's World Powerlifting Championships
Franz Graaf,M,SBD,Single-ply,20,20-23,Juniors,92.7,93,297.5,215,250,5,2016-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Günter Icks,M,SBD,Single-ply,NA,NA,NA,59.8,60,240,130,242.5,2,1991-11-14,IPF,Men's World Powerlifting Championships
Cathy Van Dyke,F,B,Single-ply,41.5,40-44,Masters 1,111.1,90+,NA,115,NA,1,2001-04-13,IPF,World Masters Bench Press Championships
Alexander Lekomtsev,M,B,Single-ply,27.5,24-34,NA,87.9,90,NA,227.5,NA,2,1993-12-12,IPF,World Bench Press Championships
Arpad Kolompar,M,B,Single-ply,15.5,16-17,Sub-Juniors,97.2,105,NA,185,NA,1,2011-05-25,IPF,World Bench Press Championships
John Moore,M,B,Single-ply,78.5,75-79,Masters 4,98.75,105,NA,130,NA,4,2016-04-19,IPF,World Bench Press Championships
Kevin Farley,M,B,Single-ply,51.5,50-54,Masters 2,98.45,105,NA,190,NA,2,2018-04-23,IPF,World Bench Press Championships
Lidiya Chukhonastova,F,SBD,Single-ply,14.5,13-15,Sub-Juniors,58.16,60,137.5,77.5,152.5,1,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Andy Furnas,M,B,Single-ply,41,40-44,Masters 1,82.2,82.5,NA,215,NA,1,2006-04-19,IPF,World Masters Bench Press Championships
Safrany Zoltan Ferenc,M,B,Single-ply,50.5,50-54,Masters 2,99.3,105,NA,182.5,NA,6,2011-04-13,IPF,World Masters Bench Press Championships
Kenneth Johnson,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,51.7,53,187.5,87.5,182.5,2,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Jessie Betzinger,M,SBD,Single-ply,22.5,20-23,Juniors,107,110,340,202.5,297.5,3,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Aya Yamashita,F,B,Raw,33,24-34,Open,62.85,63,NA,100,NA,8,2019-05-18,IPF,World Bench Press Championships
Anna Śliwińska,F,SBD,Single-ply,20.5,20-23,Juniors,82.75,90,200,125,195,3,2003-09-09,IPF,World Juniors Powerlifting Championships
Scott Hill,M,SBD,Raw,35.5,35-39,Open,92.7,93,257.5,170,NA,DQ,2013-06-11,IPF,World Classic Powerlifting Championships
Abi Cronin,F,SBD,Raw,22.5,20-23,Juniors,61.86,63,122.5,77.5,150,11,2017-06-14,IPF,World Classic Powerlifting Championships
Daiva Zaroviene,F,B,Single-ply,47.5,45-49,Open,56.4,57,NA,112.5,NA,5,2013-05-20,IPF,World Bench Press Championships
Jules Pellegrino,M,SBD,Single-ply,58.5,55-59,Masters 2,67.3,67.5,170,132.5,170,3,2002-10-08,IPF,World Masters Powerlifting Championships
G. Rasjaradjesvari,F,SBD,Single-ply,21.5,20-23,Juniors,55.6,56,160,92.5,152.5,1,1998-10-21,IPF,World Juniors Powerlifting Championships
